"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,58.33892,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,58.42315,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,58.90796,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,58.53009,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,58.35421,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,58.13712,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,58.19633,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,58.19032,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,58.42826,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,58.42506,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,58.44016,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,58.3785,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,58.28214,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,58.14249,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,57.8966,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,57.71181,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,57.50613,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,57.31096,,
"KOR","Korea","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,57.01061,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1983","1983","PER","Persons","3","Thousands",,,4314.75,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1984","1984","PER","Persons","3","Thousands",,,3913.75,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1985","1985","PER","Persons","3","Thousands",,,3733.25,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1986","1986","PER","Persons","3","Thousands",,,3661.75,"B","Break"
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1987","1987","PER","Persons","3","Thousands",,,3579.667,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1988","1988","PER","Persons","3","Thousands",,,3483.417,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1989","1989","PER","Persons","3","Thousands",,,3437.667,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1990","1990","PER","Persons","3","Thousands",,,3237.167,"B","Break"
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1991","1991","PER","Persons","3","Thousands",,,2724.833,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1992","1992","PER","Persons","3","Thousands",,,2666.833,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1993","1993","PER","Persons","3","Thousands",,,2592.25,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1994","1994","PER","Persons","3","Thousands",,,2491.25,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1995","1995","PER","Persons","3","Thousands",,,2402.917,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1996","1996","PER","Persons","3","Thousands",,,2322.833,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1997","1997","PER","Persons","3","Thousands",,,2284.667,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1998","1998","PER","Persons","3","Thousands",,,2396.833,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","1999","1999","PER","Persons","3","Thousands",,,2302.25,"B","Break"
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2000","2000","PER","Persons","3","Thousands",,,2243,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2001","2001","PER","Persons","3","Thousands",,,2148.25,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2002","2002","PER","Persons","3","Thousands",,,2069,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2003","2003","PER","Persons","3","Thousands",,,1949.525,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2004","2004","PER","Persons","3","Thousands",,,1904.783,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1816.917,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1773.467,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1719.958,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1698.25,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1659.55,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1586.283,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1562.708,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1530.467,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1513.083,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1446.083,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1337.4,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1272.492,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1278.633,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1340.167,,
"KOR","Korea","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1394.917,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1983","1983","PC","Percentage","0","Units",,,29.74732,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1984","1984","PC","Percentage","0","Units",,,27.12451,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1985","1985","PC","Percentage","0","Units",,,24.93793,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1986","1986","PC","Percentage","0","Units",,,23.61683,"B","Break"
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1987","1987","PC","Percentage","0","Units",,,21.88863,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1988","1988","PC","Percentage","0","Units",,,20.6494,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1989","1989","PC","Percentage","0","Units",,,19.57604,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1990","1990","PC","Percentage","0","Units",,,17.89998,"B","Break"
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1991","1991","PC","Percentage","0","Units",,,14.61135,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1992","1992","PC","Percentage","0","Units",,,14.02907,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1993","1993","PC","Percentage","0","Units",,,13.47709,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1994","1994","PC","Percentage","0","Units",,,12.55138,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1995","1995","PC","Percentage","0","Units",,,11.77069,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1996","1996","PC","Percentage","0","Units",,,11.13904,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1997","1997","PC","Percentage","0","Units",,,10.76966,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,12.02178,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,11.34607,"B","Break"
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,10.59369,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,9.939317,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,9.306622,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,8.773108,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.397824,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.958098,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.648187,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,7.299989,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.143063,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,7.005984,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.600491,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.371525,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.132957,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.980718,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.583935,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,5.10893,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.818382,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.784439,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.996508,,
"KOR","Korea","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,5.142986,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1983","1983","PER","Persons","3","Thousands",,,4222.667,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1984","1984","PER","Persons","3","Thousands",,,4432.833,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1985","1985","PER","Persons","3","Thousands",,,4611.167,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1986","1986","PER","Persons","3","Thousands",,,4942.167,"B","Break"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1987","1987","PER","Persons","3","Thousands",,,5566.333,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1988","1988","PER","Persons","3","Thousands",,,5883.083,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1989","1989","PER","Persons","3","Thousands",,,6174.333,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1990","1990","PER","Persons","3","Thousands",,,6406.333,"B","Break"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1991","1991","PER","Persons","3","Thousands",,,6867.75,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1992","1992","PER","Persons","3","Thousands",,,6796.5,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1993","1993","PER","Persons","3","Thousands",,,6542.583,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1994","1994","PER","Persons","3","Thousands",,,6675,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1995","1995","PER","Persons","3","Thousands",,,6827.167,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1996","1996","PER","Persons","3","Thousands",,,6807.083,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1997","1997","PER","Persons","3","Thousands",,,6669,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1998","1998","PER","Persons","3","Thousands",,,5579.25,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","1999","1999","PER","Persons","3","Thousands",,,5582.75,"B","Break"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2000","2000","PER","Persons","3","Thousands",,,5959.25,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2001","2001","PER","Persons","3","Thousands",,,5939.475,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2002","2002","PER","Persons","3","Thousands",,,6078.125,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2003","2003","PER","Persons","3","Thousands",,,6132.65,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2004","2004","PER","Persons","3","Thousands",,,6158.283,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,6085.925,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,6062.4,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,6074.317,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,6015.325,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,5801.475,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,6010.983,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,6092.075,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,6131.067,"E","Estimated value"
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,6269.258,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,6474.367,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,6656.017,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6660.792,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,6763.708,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,6759.783,,
"KOR","Korea","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,6666.375,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1983","1983","PC","Percentage","0","Units",,,29.11247,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1984","1984","PC","Percentage","0","Units",,,30.72205,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1985","1985","PC","Percentage","0","Units",,,30.80237,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1986","1986","PC","Percentage","0","Units",,,31.87501,"B","Break"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1987","1987","PC","Percentage","0","Units",,,34.03653,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1988","1988","PC","Percentage","0","Units",,,34.87443,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1989","1989","PC","Percentage","0","Units",,,35.16018,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1990","1990","PC","Percentage","0","Units",,,35.42395,"B","Break"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1991","1991","PC","Percentage","0","Units",,,36.82687,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1992","1992","PC","Percentage","0","Units",,,35.75349,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1993","1993","PC","Percentage","0","Units",,,34.01484,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1994","1994","PC","Percentage","0","Units",,,33.62989,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1995","1995","PC","Percentage","0","Units",,,33.44287,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1996","1996","PC","Percentage","0","Units",,,32.64305,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1997","1997","PC","Percentage","0","Units",,,31.43691,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,27.98382,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,27.5132,"B","Break"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,28.14554,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,27.48019,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,27.34017,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,27.5977,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,27.15069,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,26.65636,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,26.14448,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,25.78112,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,25.30125,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,24.4916,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,25.01157,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,24.8388,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,24.5687,"E","Estimated value"
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,24.78031,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,25.00025,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,25.42629,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,25.22157,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,25.3087,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,25.20232,,
"KOR","Korea","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,24.57858,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1983","1983","PER","Persons","3","Thousands",,,5967.25,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1984","1984","PER","Persons","3","Thousands",,,6082.25,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1985","1985","PER","Persons","3","Thousands",,,6625.75,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1986","1986","PER","Persons","3","Thousands",,,6900.917,"B","Break"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1987","1987","PER","Persons","3","Thousands",,,7208,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1988","1988","PER","Persons","3","Thousands",,,7502.833,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1989","1989","PER","Persons","3","Thousands",,,7948.583,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1990","1990","PER","Persons","3","Thousands",,,8441.25,"B","Break"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1991","1991","PER","Persons","3","Thousands",,,9056.167,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1992","1992","PER","Persons","3","Thousands",,,9546,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1993","1993","PER","Persons","3","Thousands",,,10099.67,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1994","1994","PER","Persons","3","Thousands",,,10682.17,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1995","1995","PER","Persons","3","Thousands",,,11184.33,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1996","1996","PER","Persons","3","Thousands",,,11723.17,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1997","1997","PER","Persons","3","Thousands",,,12260.25,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1998","1998","PER","Persons","3","Thousands",,,11961.33,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","1999","1999","PER","Persons","3","Thousands",,,12406.17,"B","Break"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2000","2000","PER","Persons","3","Thousands",,,12970.73,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2001","2001","PER","Persons","3","Thousands",,,13525.93,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2002","2002","PER","Persons","3","Thousands",,,14084.36,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2003","2003","PER","Persons","3","Thousands",,,14139.42,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2004","2004","PER","Persons","3","Thousands",,,14618.8,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2005","2005","PER","Persons","3","Thousands",,,14928.2,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2006","2006","PER","Persons","3","Thousands",,,15352.2,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2007","2007","PER","Persons","3","Thousands",,,15766.83,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,16061.24,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2009","2009","PER","Persons","3","Thousands",,,16226.58,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,16435.54,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,16871.66,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,17293.26,"E","Estimated value"
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,17517.02,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,17976.76,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,18184.28,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,18475.82,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,18682.49,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,18722.12,,
"KOR","Korea","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,19061.41,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1983","1983","PC","Percentage","0","Units",,,41.14021,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1984","1984","PC","Percentage","0","Units",,,42.15344,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1985","1985","PC","Percentage","0","Units",,,44.25969,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1986","1986","PC","Percentage","0","Units",,,44.50816,"B","Break"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1987","1987","PC","Percentage","0","Units",,,44.07484,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1988","1988","PC","Percentage","0","Units",,,44.47617,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1989","1989","PC","Percentage","0","Units",,,45.26378,,
